num,length,end,level
2401,21,72477,DL2
2402,19,72496,DL2
2403,18,72514,DL2
2404,15,72529,DL3
2405,26,72555,DL1
2406,50,72605,LIMBO
2407,21,72626,LIMBO
2408,11,72637,LIMBO
2409,88,72725,LIMBO
2410,14,72739,LIMBO
2411,15,72754,LIMBO
2412,25,72779,LIMBO
2413,21,72800,DL3
2414,6,72806,DL3
2415,31,72837,DL3
2416,16,72853,DL3
2417,24,72877,DL3
2418,16,72893,DL3
2419,15,72908,DL3
2420,54,72962,LIMBO
2421,20,72982,LIMBO
2422,27,73009,LIMBO
2423,11,73020,LIMBO
2424,20,73040,LIMBO
2425,29,73069,LIMBO
2426,15,73084,LIMBO
2427,12,73096,LIMBO
2428,32,73128,LIMBO
2429,30,73158,LIMBO
2430,24,73182,LIMBO
2431,35,73217,LIMBO
2432,161,73378,LIMBO
2433,43,73421,LIMBO
2434,83,73504,LIMBO
2435,61,73565,LIMBO
2436,28,73593,LIMBO
2437,62,73655,LIMBO
2438,25,73680,LIMBO
2439,14,73694,LIMBO
2440,24,73718,LIMBO
2441,43,73761,COBB
2442,17,73778,COBB
2443,23,73801,COBB
2444,26,73827,COBB
2445,36,73863,COBB
2446,13,73876,COBB
2447,16,73892,COBB
2448,25,73917,COBB
2449,26,73943,LIMBO
2450,21,73964,LIMBO
2451,37,74001,COBB
2452,33,74034,COBB
2453,23,74057,COBB
2454,15,74072,COBB
2455,31,74103,COBB
2456,48,74151,COBB
2457,28,74179,COBB
2458,46,74225,COBB
2459,8,74233,COBB
2460,19,74252,COBB
2461,86,74338,COBB
2462,42,74380,LIMBO
2463,22,74402,COBB
2464,22,74424,COBB
2465,50,74474,COBB
2466,10,74484,COBB
2467,16,74500,COBB
2468,54,74554,COBB
2469,25,74579,COBB
2470,21,74600,COBB
2471,10,74610,COBB
2472,12,74622,COBB
2473,26,74648,COBB
2474,17,74665,COBB
2475,44,74709,COBB
2476,48,74757,COBB
2477,25,74782,COBB
2478,25,74807,COBB
2479,26,74833,LIMBO
2480,34,74867,COBB
2481,23,74890,LIMBO
2482,25,74915,COBB
2483,9,74924,COBB
2484,18,74942,LIMBO
2485,10,74952,COBB
2486,20,74972,COBB
2487,23,74995,LIMBO
2488,15,75010,LIMBO
2489,16,75026,LIMBO
2490,22,75048,LIMBO
2491,55,75103,LIMBO
2492,26,75129,LIMBO
2493,41,75170,DL1
2494,14,75184,DL3
2495,29,75213,DL3
2496,17,75230,DL3
2497,26,75256,DL3
2498,10,75266,DL3
2499,5,75271,DL3
2500,27,75298,DL3
2501,21,75319,DL3
2502,17,75336,DL3
2503,10,75346,DL3
2504,12,75358,DL3
2505,22,75380,DL3
2506,15,75395,DL3
2507,48,75443,DL3
2508,9,75452,DL3
2509,4,75456,DL3
2510,8,75464,DL3
2511,7,75471,DL3
2512,78,75549,DL3
2513,17,75566,DL3
2514,17,75583,DL3
2515,14,75597,DL3
2516,44,75641,DL3
2517,12,75653,DL3
2518,16,75669,DL3
2519,26,75695,DL1
2520,21,75716,DL2
2521,18,75734,DL2
2522,16,75750,DL2
2523,30,75780,DL2
2524,77,75857,DL3
2525,48,75905,DL3
2526,14,75919,LIMBO
2527,9,75928,LIMBO
2528,19,75947,LIMBO
2529,20,75967,LIMBO
2530,15,75982,LIMBO
2531,31,76013,LIMBO
2532,13,76026,LIMBO
2533,19,76045,LIMBO
2534,45,76090,LIMBO
2535,22,76112,LIMBO
2536,10,76122,LIMBO
2537,17,76139,LIMBO
2538,16,76155,LIMBO
2539,16,76171,LIMBO
2540,10,76181,LIMBO
2541,30,76211,DL1
2542,25,76236,DL1
2543,34,76270,DL2
2544,10,76280,DL3
2545,8,76288,DL3
2546,25,76313,LIMBO
2547,24,76337,LIMBO
2548,19,76356,LIMBO
2549,20,76376,LIMBO
2550,36,76412,LIMBO
2551,18,76430,LIMBO
2552,16,76446,LIMBO
2553,19,76465,LIMBO
2554,51,76516,LIMBO
2555,36,76552,LIMBO
2556,99,76651,LIMBO
2557,22,76673,LIMBO
2558,27,76700,LIMBO
2559,21,76721,LIMBO
2560,46,76767,LIMBO
2561,26,76793,LIMBO
2562,10,76803,LIMBO
2563,62,76865,LIMBO
2564,6,76871,LIMBO
2565,5,76876,LIMBO
2566,6,76882,LIMBO
2567,11,76893,LIMBO
2568,13,76906,LIMBO
2569,11,76917,LIMBO
2570,17,76934,LIMBO
2571,9,76943,LIMBO
2572,14,76957,LIMBO
2573,10,76967,LIMBO
2574,15,76982,DL3
2575,41,77023,LIMBO
2576,7,77030,LIMBO
2577,42,77072,DL3
2578,44,77116,DL1
2579,21,77137,DL2
2580,21,77158,DL2
2581,23,77181,DL2
2582,10,77191,DL2
2583,9,77200,DL2
2584,31,77231,DL2
2585,41,77272,DL3
2586,36,77308,DL3
2587,34,77342,DL3
2588,109,77451,DL3
2589,32,77483,DL3
2590,24,77507,DL3
2591,23,77530,DL3
2592,52,77582,DL3
2593,137,77719,DL3
2594,100,77819,DL3
2595,33,77852,DL3
2596,49,77901,DL2
2597,41,77942,DL2
2598,17,77959,DL3
2599,18,77977,DL3
2600,13,77990,DL3
2601,22,78012,DL3
2602,20,78032,DL3
2603,23,78055,DL3
2604,36,78091,DL3
2605,46,78137,DL3
2606,24,78161,DL3
2607,13,78174,DL3
2608,19,78193,DL2
2609,17,78210,DL1
2610,14,78224,DL3
2611,55,78279,DL3
2612,76,78355,DL3
2613,40,78395,DL3
2614,50,78445,DL3
2615,57,78502,DL3
2616,18,78520,DL3
2617,26,78546,DL3
2618,5,78551,DL3
2619,18,78569,DL3
2620,21,78590,DL3
2621,12,78602,DL2
2622,24,78626,DL2
2623,44,78670,DL2
2624,24,78694,DL2
2625,28,78722,DL1
2626,13,78735,DL3
2627,23,78758,DL3
2628,12,78770,DL3
2629,15,78785,DL3
2630,17,78802,DL3
2631,12,78814,LIMBO
2632,38,78852,LIMBO
2633,15,78867,LIMBO
2634,9,78876,LIMBO
2635,17,78893,LIMBO
2636,12,78905,LIMBO
2637,15,78920,DL3
2638,13,78933,DL3
2639,10,78943,DL3
2640,10,78953,DL2
2641,16,78969,DL2
2642,8,78977,DL3
2643,9,78986,DL2
2644,13,78999,DL3
2645,15,79014,DL3
2646,18,79032,DL3
2647,36,79068,LIMBO
2648,12,79080,LIMBO
2649,12,79092,LIMBO
2650,14,79106,LIMBO
2651,18,79124,LIMBO
2652,13,79137,DL3
2653,12,79149,DL3
2654,29,79178,DL3
2655,18,79196,DL3
2656,30,79226,DL2
2657,26,79252,DL2
2658,20,79272,DL2
2659,13,79285,DL2
2660,19,79304,DL1
2661,20,79324,DL1
2662,9,79333,DL1
2663,48,79381,DL1
2664,48,79429,DL1
2665,17,79446,LIMBO
2666,34,79480,LIMBO
2667,38,79518,LIMBO
2668,11,79529,LIMBO
2669,32,79561,LIMBO
2670,43,79604,LIMBO
2671,27,79631,COBB
2672,26,79657,COBB
2673,24,79681,COBB
2674,51,79732,LIMBO
2675,38,79770,LIMBO
2676,36,79806,LIMBO
2677,62,79868,LIMBO
2678,112,79980,LIMBO
2679,47,80027,LIMBO
2680,27,80054,LIMBO
2681,43,80097,LIMBO
2682,31,80128,DL1
2683,26,80154,DL1
2684,98,80252,DL1
2685,30,80282,DL1
2686,38,80320,DL1
2687,43,80363,DL1
2688,36,80399,DL1
2689,157,80556,DL1
2690,26,80582,DL1
2691,31,80613,DL1
2692,19,80632,DL1
2693,191,80823,DL1
2694,58,80881,DL1
2695,15,80896,DL1
2696,32,80928,DL1
2697,24,80952,DL1
2698,23,80975,DL1
2699,22,80997,DL1
2700,30,81027,LIMBO
2701,67,81094,LIMBO
2702,21,81115,LIMBO
2703,44,81159,LIMBO
2704,42,81201,LIMBO
2705,42,81243,LIMBO
2706,27,81270,LIMBO
2707,170,81440,LIMBO
2708,56,81496,LIMBO
2709,59,81555,LIMBO
2710,178,81733,LIMBO
2711,39,81772,LIMBO
2712,33,81805,LIMBO
2713,60,81865,LIMBO
2714,40,81905,LIMBO
2715,27,81932,LIMBO
2716,92,82024,LIMBO
2717,41,82065,LIMBO
2718,22,82087,LIMBO
2719,52,82139,LIMBO
2720,54,82193,REAL
2721,156,82349,REAL
2722,149,82498,REAL
2723,129,82627,REAL
2724,42,82669,REAL
2725,24,82693,REAL
2726,32,82725,REAL
2727,80,82805,REAL
2728,52,82857,REAL
2729,78,82935,REAL
2730,55,82990,REAL
2731,15,83005,REAL
2732,45,83050,REAL
2733,19,83069,REAL
2734,32,83101,REAL
2735,11,83112,REAL
2736,20,83132,REAL
2737,22,83154,REAL
2738,34,83188,REAL
2739,115,83303,REAL
2740,22,83325,REAL
2741,26,83351,REAL
2742,24,83375,REAL
2743,95,83470,REAL
2744,14,83484,REAL
2745,39,83523,REAL
2746,92,83615,REAL
2747,61,83676,REAL
2748,56,83732,REAL
2749,112,83844,REAL
2750,36,83880,REAL
2751,23,83903,REAL
2752,29,83932,REAL
2753,40,83972,REAL
2754,25,83997,REAL
2755,45,84042,REAL
2756,17,84059,REAL
2757,240,84299,REAL
